Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears
58,No,Travel_Rarely,1272,Research & Development,Technical Degree,940,Female,3,Healthcare Representative,2,10552,9255,2,Yes,13,3,4,24
31,No,Travel_Rarely,154,Sales,Life Sciences,941,Male,1,Sales Representative,3,2329,11737,3,No,15,3,2,13
35,No,Travel_Rarely,1137,Research & Development,Life Sciences,942,Female,2,Healthcare Representative,4,4014,19170,1,Yes,25,4,4,10
49,No,Travel_Rarely,527,Research & Development,Other,944,Female,3,Laboratory Technician,2,7403,22477,4,No,11,3,3,29
48,No,Travel_Rarely,1469,Research & Development,Medical,945,Male,1,Research Scientist,3,2259,5543,4,No,17,3,1,13
31,No,Non-Travel,1188,Sales,Marketing,947,Female,2,Sales Executive,3,6932,24406,1,No,13,3,4,9
36,No,Travel_Rarely,188,Research & Development,Other,949,Male,1,Research Scientist,4,4678,23293,2,No,18,3,3,8
38,No,Travel_Rarely,1333,Research & Development,Technical Degree,950,Female,3,Research Director,1,13582,16292,1,No,13,3,2,15
32,No,Non-Travel,1184,Research & Development,Life Sciences,951,Female,1,Laboratory Technician,2,2332,3974,6,No,20,4,3,5
25,Yes,Travel_Rarely,867,Sales,Marketing,952,Male,1,Sales Representative,2,2413,18798,1,Yes,18,3,3,1
40,No,Travel_Rarely,658,Sales,Marketing,954,Male,3,Sales Executive,2,9705,20652,2,No,12,3,2,11
26,No,Travel_Frequently,1283,Sales,Medical,956,Male,2,Sales Executive,1,4294,11148,1,No,12,3,2,7
41,No,Travel_Rarely,263,Research & Development,Medical,957,Male,1,Laboratory Technician,1,4721,3119,2,Yes,13,3,3,20
36,No,Travel_Rarely,938,Research & Development,Medical,958,Male,1,Laboratory Technician,3,2519,12287,4,No,21,4,3,16
19,Yes,Travel_Rarely,419,Sales,Other,959,Male,1,Sales Representative,2,2121,9947,1,Yes,13,3,2,1
20,Yes,Travel_Rarely,129,Research & Development,Technical Degree,960,Male,1,Laboratory Technician,1,2973,13008,1,No,19,3,2,1
31,No,Travel_Rarely,616,Research & Development,Medical,961,Female,2,Healthcare Representative,4,5855,17369,0,Yes,11,3,3,10
40,No,Travel_Frequently,1469,Research & Development,Medical,964,Male,1,Research Scientist,2,3617,25063,8,Yes,14,3,4,3
32,No,Travel_Rarely,498,Research & Development,Medical,966,Female,2,Manufacturing Director,1,6725,13554,1,No,12,3,3,8
36,Yes,Travel_Rarely,530,Sales,Life Sciences,967,Male,3,Sales Executive,4,10325,5518,1,Yes,11,3,1,16
33,No,Travel_Rarely,1069,Research & Development,Life Sciences,969,Female,2,Healthcare Representative,4,6949,12291,0,No,14,3,1,6
37,Yes,Travel_Rarely,625,Sales,Life Sciences,970,Male,3,Sales Executive,3,10609,14922,5,No,11,3,3,17
45,No,Non-Travel,805,Research & Development,Life Sciences,972,Male,2,Laboratory Technician,2,4447,23163,1,No,12,3,2,9
29,No,Travel_Frequently,1404,Sales,Technical Degree,974,Female,1,Sales Representative,4,2157,18203,1,No,15,3,2,3
35,No,Travel_Rarely,1219,Sales,Medical,975,Female,2,Sales Executive,3,4601,6179,1,No,16,3,2,5
52,No,Travel_Rarely,1053,Research & Development,Life Sciences,976,Male,4,Manager,4,17099,13829,2,No,15,3,2,26
58,Yes,Travel_Rarely,289,Research & Development,Technical Degree,977,Male,1,Research Scientist,3,2479,26227,4,No,24,4,1,7
53,No,Travel_Rarely,1376,Sales,Medical,981,Male,4,Manager,3,14852,13938,6,No,13,3,3,22
30,No,Travel_Rarely,231,Sales,Other,982,Male,3,Sales Executive,3,7264,9977,5,No,11,3,1,10
38,No,Non-Travel,152,Sales,Technical Degree,983,Female,2,Sales Executive,4,5666,19899,1,Yes,13,3,2,6
35,No,Travel_Rarely,882,Sales,Life Sciences,984,Male,3,Sales Executive,4,7823,6812,6,No,13,3,2,12
39,No,Travel_Rarely,903,Sales,Life Sciences,985,Male,3,Sales Executive,3,7880,2560,0,No,18,3,4,9
40,Yes,Non-Travel,1479,Sales,Life Sciences,986,Female,4,Sales Executive,2,13194,17071,4,Yes,16,3,4,22
47,No,Travel_Frequently,1379,Research & Development,Medical,987,Male,2,Manufacturing Director,3,5067,6759,1,Yes,19,3,3,20
36,No,Non-Travel,1229,Sales,Technical Degree,990,Male,2,Sales Executive,4,5079,25952,4,No,13,3,4,12
31,Yes,Non-Travel,335,Research & Development,Medical,991,Male,1,Research Scientist,1,2321,10322,0,Yes,22,4,1,4
33,No,Non-Travel,722,Sales,Life Sciences,992,Male,4,Manager,3,17444,20489,1,No,11,3,4,10
29,Yes,Travel_Rarely,906,Research & Development,Life Sciences,994,Female,1,Research Scientist,1,2404,11479,6,Yes,20,4,3,3
33,No,Travel_Rarely,461,Research & Development,Life Sciences,995,Female,1,Research Scientist,4,3452,17241,3,No,18,3,1,5
45,No,Travel_Rarely,974,Research & Development,Medical,996,Female,1,Laboratory Technician,4,2270,11005,3,No,14,3,4,8
50,No,Travel_Rarely,1126,Research & Development,Medical,997,Male,4,Research Director,4,17399,6615,9,No,22,4,3,32
33,No,Travel_Frequently,827,Research & Development,Other,998,Female,2,Healthcare Representative,2,5488,20161,1,Yes,13,3,1,6
41,No,Travel_Frequently,840,Research & Development,Medical,999,Male,5,Research Director,3,19419,3735,2,No,17,3,2,21
27,No,Travel_Rarely,1134,Research & Development,Technical Degree,1001,Female,1,Laboratory Technician,2,2811,12086,9,No,14,3,2,4
45,No,Non-Travel,248,Research & Development,Life Sciences,1002,Male,2,Laboratory Technician,1,3633,14039,1,Yes,15,3,3,9
47,No,Travel_Rarely,955,Sales,Life Sciences,1003,Female,2,Sales Executive,4,4163,8571,1,Yes,17,3,3,9
30,Yes,Travel_Rarely,138,Research & Development,Life Sciences,1004,Female,1,Research Scientist,3,2132,11539,4,Yes,11,3,2,7
50,No,Travel_Rarely,939,Research & Development,Life Sciences,1005,Male,4,Manufacturing Director,3,13973,4161,3,Yes,18,3,4,22
38,No,Travel_Frequently,1391,Research & Development,Medical,1006,Male,1,Research Scientist,3,2684,12127,0,No,17,3,2,3
46,No,Travel_Rarely,566,Research & Development,Medical,1007,Male,3,Manufacturing Director,3,10845,24208,6,No,13,3,2,13
24,No,Travel_Rarely,1206,Research & Development,Medical,1009,Female,2,Manufacturing Director,3,4377,24117,1,No,15,3,2,5
35,Yes,Travel_Rarely,622,Research & Development,Other,1010,Male,1,Laboratory Technician,2,3743,10074,1,Yes,24,4,4,5
31,No,Travel_Frequently,853,Research & Development,Life Sciences,1011,Female,2,Manufacturing Director,1,4148,11275,1,No,12,3,3,4
18,No,Non-Travel,287,Research & Development,Life Sciences,1012,Male,1,Research Scientist,4,1051,13493,1,No,15,3,4,0
54,No,Travel_Rarely,1441,Research & Development,Technical Degree,1013,Female,3,Manufacturing Director,3,10739,13943,8,No,11,3,3,22
35,No,Travel_Rarely,583,Research & Development,Medical,1014,Female,3,Healthcare Representative,3,10388,6975,1,Yes,11,3,3,16
30,No,Travel_Rarely,153,Research & Development,Life Sciences,1015,Female,3,Research Director,1,11416,17802,0,Yes,12,3,3,9
20,Yes,Travel_Rarely,1097,Research & Development,Medical,1016,Female,1,Research Scientist,1,2600,18275,1,Yes,15,3,1,1
30,Yes,Travel_Frequently,109,Research & Development,Medical,1017,Female,1,Laboratory Technician,2,2422,25725,0,No,17,3,1,4
26,No,Travel_Rarely,1066,Research & Development,Medical,1018,Male,2,Manufacturing Director,4,5472,3334,1,No,12,3,2,8
22,No,Travel_Rarely,217,Research & Development,Life Sciences,1019,Male,1,Laboratory Technician,1,2451,6881,1,No,15,3,1,4
48,No,Travel_Rarely,277,Research & Development,Life Sciences,1022,Male,2,Healthcare Representative,3,4240,13119,2,No,13,3,4,19
48,No,Travel_Rarely,1355,Research & Development,Life Sciences,1024,Male,3,Healthcare Representative,3,10999,22245,7,No,14,3,2,27
41,No,Travel_Rarely,549,Research & Development,Medical,1025,Female,2,Manufacturing Director,3,5003,23371,6,No,14,3,2,8
39,No,Travel_Rarely,466,Research & Development,Life Sciences,1026,Female,4,Manufacturing Director,4,12742,7060,1,No,16,3,3,21
27,No,Travel_Rarely,1055,Research & Development,Life Sciences,1027,Female,2,Manufacturing Director,4,4227,4658,0,No,18,3,2,4
35,No,Travel_Rarely,802,Research & Development,Other,1028,Male,1,Laboratory Technician,4,3917,9541,1,No,20,4,1,3
42,No,Travel_Rarely,265,Sales,Marketing,1029,Male,5,Manager,3,18303,7770,6,No,13,3,2,21
50,No,Travel_Rarely,804,Research & Development,Life Sciences,1030,Male,1,Laboratory Technician,4,2380,20165,4,No,18,3,2,8
59,No,Travel_Rarely,715,Research & Development,Life Sciences,1032,Female,4,Manufacturing Director,4,13726,21829,3,Yes,13,3,1,30
37,Yes,Travel_Rarely,1141,Research & Development,Medical,1033,Female,2,Healthcare Representative,2,4777,14382,5,No,15,3,1,15
55,No,Travel_Frequently,135,Research & Development,Medical,1034,Male,2,Healthcare Representative,2,6385,12992,3,Yes,14,3,4,17
41,No,Non-Travel,247,Research & Development,Life Sciences,1035,Female,5,Research Director,3,19973,20284,1,No,22,4,2,21
38,No,Travel_Rarely,1035,Sales,Life Sciences,1036,Male,2,Sales Executive,4,6861,4981,8,Yes,12,3,3,19
26,Yes,Non-Travel,265,Sales,Medical,1037,Male,2,Sales Executive,1,4969,21813,8,No,18,3,4,7
52,Yes,Travel_Rarely,266,Sales,Marketing,1038,Female,5,Manager,4,19845,25846,1,No,15,3,4,33
44,No,Travel_Rarely,1448,Sales,Medical,1039,Female,4,Sales Executive,4,13320,11737,3,Yes,18,3,3,23
50,No,Non-Travel,145,Sales,Life Sciences,1040,Female,2,Sales Executive,3,6347,24920,0,No,12,3,1,19
36,Yes,Travel_Rarely,885,Research & Development,Life Sciences,1042,Female,1,Laboratory Technician,1,2743,8269,1,No,16,3,3,18
39,No,Travel_Frequently,945,Research & Development,Medical,1043,Female,3,Manufacturing Director,1,10880,5083,1,Yes,13,3,3,21
33,No,Non-Travel,1038,Sales,Life Sciences,1044,Female,1,Sales Representative,4,2342,21437,0,No,19,3,4,3
45,No,Travel_Rarely,1234,Sales,Life Sciences,1045,Female,4,Manager,4,17650,5404,3,No,13,3,2,26
32,No,Non-Travel,1109,Research & Development,Medical,1046,Female,1,Laboratory Technician,3,4025,11135,9,No,12,3,2,10
34,No,Travel_Rarely,216,Sales,Marketing,1047,Male,2,Sales Executive,4,9725,12278,0,No,11,3,4,16
59,No,Travel_Rarely,1089,Sales,Technical Degree,1048,Male,3,Manager,4,11904,11038,3,Yes,14,3,3,14
45,No,Travel_Rarely,788,Human Resources,Medical,1049,Male,1,Human Resources,2,2177,8318,1,No,16,3,1,6
53,No,Travel_Frequently,124,Sales,Marketing,1050,Female,3,Sales Executive,2,7525,23537,2,No,12,3,1,30
36,Yes,Travel_Rarely,660,Research & Development,Other,1052,Male,2,Laboratory Technician,3,4834,7858,7,No,14,3,2,9
26,Yes,Travel_Frequently,342,Research & Development,Life Sciences,1053,Male,1,Research Scientist,1,2042,15346,6,Yes,14,3,2,6
34,No,Travel_Rarely,1333,Sales,Life Sciences,1055,Female,1,Sales Representative,3,2220,18410,1,Yes,19,3,4,1
28,No,Travel_Rarely,1144,Sales,Medical,1056,Male,1,Sales Representative,2,1052,23384,1,No,22,4,2,1
38,No,Travel_Frequently,1186,Research & Development,Other,1060,Male,1,Research Scientist,3,2821,2997,3,No,16,3,1,8
50,No,Travel_Rarely,1464,Research & Development,Medical,1061,Male,5,Research Director,3,19237,12853,2,Yes,11,3,4,29
37,No,Travel_Rarely,124,Research & Development,Other,1062,Female,2,Healthcare Representative,2,4107,13848,3,No,15,3,1,8
40,No,Travel_Rarely,300,Sales,Marketing,1066,Male,2,Sales Executive,1,8396,22217,1,No,14,3,2,8
26,No,Travel_Frequently,921,Research & Development,Medical,1068,Female,1,Research Scientist,3,2007,25265,1,No,13,3,3,5
46,No,Travel_Rarely,430,Research & Development,Medical,1069,Male,5,Research Director,4,19627,21445,9,No,17,3,4,23
54,No,Travel_Rarely,1082,Sales,Life Sciences,1070,Female,3,Sales Executive,3,10686,8392,6,No,11,3,2,13
56,No,Travel_Frequently,1240,Research & Development,Medical,1071,Female,1,Research Scientist,3,2942,12154,2,No,19,3,2,18
36,No,Travel_Rarely,796,Research & Development,Medical,1073,Female,3,Manufacturing Director,4,8858,15669,0,No,11,3,2,15
55,No,Non-Travel,444,Research & Development,Medical,1074,Male,4,Manager,1,16756,17323,7,No,15,3,2,31
43,No,Travel_Rarely,415,Sales,Medical,1076,Male,3,Sales Executive,4,10798,5268,5,No,13,3,3,18
20,Yes,Travel_Frequently,769,Sales,Marketing,1077,Female,1,Sales Representative,4,2323,17205,1,Yes,14,3,2,2
21,Yes,Travel_Rarely,1334,Research & Development,Life Sciences,1079,Female,1,Laboratory Technician,1,1416,17258,1,No,13,3,1,1
46,No,Travel_Rarely,1003,Research & Development,Life Sciences,1080,Female,2,Research Scientist,1,4615,21029,8,Yes,23,4,1,19
51,Yes,Travel_Rarely,1323,Research & Development,Life Sciences,1081,Male,1,Research Scientist,3,2461,10332,9,Yes,12,3,3,18
28,Yes,Non-Travel,1366,Research & Development,Technical Degree,1082,Male,3,Healthcare Representative,1,8722,12355,1,No,12,3,1,10
26,No,Travel_Rarely,192,Research & Development,Medical,1083,Male,1,Laboratory Technician,1,3955,11141,1,No,16,3,1,6
30,No,Travel_Rarely,1176,Research & Development,Other,1084,Male,2,Manufacturing Director,1,9957,9096,0,No,15,3,3,7
41,No,Travel_Rarely,509,Research & Development,Technical Degree,1085,Female,1,Research Scientist,3,3376,18863,1,No,13,3,3,10
38,No,Travel_Rarely,330,Research & Development,Life Sciences,1088,Female,3,Healthcare Representative,3,8823,24608,0,No,18,3,1,20
40,No,Travel_Rarely,1492,Research & Development,Technical Degree,1092,Male,3,Healthcare Representative,4,10322,26542,4,No,20,4,4,14
27,No,Non-Travel,1277,Research & Development,Life Sciences,1094,Male,1,Laboratory Technician,3,4621,5869,1,No,19,3,4,3
55,No,Travel_Frequently,1091,Research & Development,Life Sciences,1096,Male,3,Manufacturing Director,2,10976,15813,3,No,18,3,2,23
28,No,Travel_Rarely,857,Research & Development,Other,1097,Female,2,Research Scientist,3,3660,7909,3,No,13,3,4,10
44,Yes,Travel_Rarely,1376,Human Resources,Medical,1098,Male,3,Human Resources,1,10482,2326,9,No,14,3,4,24
33,No,Travel_Rarely,654,Research & Development,Life Sciences,1099,Male,3,Healthcare Representative,4,7119,21214,4,No,15,3,3,9
35,Yes,Travel_Rarely,1204,Sales,Technical Degree,1100,Male,3,Sales Executive,1,9582,10333,0,Yes,22,4,1,9
33,Yes,Travel_Frequently,827,Research & Development,Medical,1101,Female,2,Research Scientist,3,4508,3129,1,No,22,4,2,14
28,No,Travel_Rarely,895,Research & Development,Life Sciences,1102,Male,1,Laboratory Technician,3,2207,22482,1,No,16,3,4,4
34,No,Travel_Frequently,618,Research & Development,Life Sciences,1103,Male,2,Healthcare Representative,4,7756,22266,0,No,17,3,3,7
37,No,Travel_Rarely,309,Sales,Life Sciences,1105,Female,2,Sales Executive,4,6694,24223,2,Yes,14,3,3,8
25,Yes,Travel_Rarely,1219,Research & Development,Technical Degree,1106,Male,1,Laboratory Technician,4,3691,4605,1,Yes,15,3,2,7
26,Yes,Travel_Rarely,1330,Research & Development,Medical,1107,Male,1,Laboratory Technician,3,2377,19373,1,No,20,4,3,1
33,Yes,Travel_Rarely,1017,Research & Development,Medical,1108,Male,1,Research Scientist,2,2313,2993,4,Yes,20,4,2,5
42,No,Travel_Rarely,469,Research & Development,Medical,1109,Male,4,Manager,1,17665,14399,0,No,17,3,4,23
28,Yes,Travel_Frequently,1009,Research & Development,Medical,1111,Male,1,Laboratory Technician,2,2596,7160,1,No,15,3,1,1
50,Yes,Travel_Frequently,959,Sales,Other,1113,Male,2,Sales Executive,3,4728,17251,3,Yes,14,3,4,5
33,No,Travel_Frequently,970,Sales,Life Sciences,1114,Female,2,Sales Executive,2,4302,13401,0,No,17,3,3,4
34,No,Non-Travel,697,Research & Development,Life Sciences,1115,Male,1,Research Scientist,4,2979,22478,3,No,17,3,4,6
48,No,Non-Travel,1262,Research & Development,Medical,1116,Male,4,Manager,4,16885,16154,2,No,22,4,3,27
45,No,Non-Travel,1050,Sales,Life Sciences,1117,Female,2,Sales Executive,3,5593,17970,1,No,13,3,4,15
52,No,Travel_Rarely,994,Research & Development,Life Sciences,1118,Male,3,Healthcare Representative,2,10445,15322,7,No,19,3,4,18
38,No,Travel_Rarely,770,Sales,Marketing,1119,Male,3,Sales Executive,3,8740,5569,0,Yes,14,3,2,9
29,No,Travel_Rarely,1107,Research & Development,Life Sciences,1120,Female,1,Research Scientist,4,2514,26968,4,No,22,4,1,11
28,No,Travel_Rarely,950,Research & Development,Medical,1121,Female,3,Manufacturing Director,2,7655,8039,0,No,17,3,2,10
46,No,Travel_Rarely,406,Sales,Marketing,1124,Male,4,Manager,3,17465,15596,3,No,12,3,4,23
38,No,Travel_Rarely,130,Sales,Marketing,1125,Male,3,Sales Executive,2,7351,20619,7,No,16,3,3,10
43,No,Travel_Frequently,1082,Research & Development,Life Sciences,1126,Female,3,Manufacturing Director,1,10820,11535,8,No,11,3,3,18
39,Yes,Travel_Frequently,203,Research & Development,Life Sciences,1127,Male,4,Healthcare Representative,4,12169,13547,7,No,11,3,4,21
40,No,Travel_Rarely,1308,Research & Development,Medical,1128,Male,5,Research Director,3,19626,17544,1,No,14,3,1,21
21,No,Travel_Rarely,984,Research & Development,Technical Degree,1131,Female,1,Research Scientist,2,2070,25326,1,Yes,11,3,3,2
39,No,Non-Travel,439,Research & Development,Life Sciences,1132,Male,2,Laboratory Technician,2,6782,8770,9,No,15,3,3,9
36,No,Non-Travel,217,Research & Development,Life Sciences,1133,Male,2,Manufacturing Director,4,7779,23238,2,No,20,4,1,18
31,No,Travel_Frequently,793,Sales,Life Sciences,1135,Male,1,Sales Representative,4,2791,21981,0,No,12,3,1,3
28,No,Travel_Rarely,1451,Research & Development,Life Sciences,1136,Male,1,Research Scientist,2,3201,19911,0,No,17,3,1,6
35,No,Travel_Frequently,1182,Sales,Marketing,1137,Male,2,Sales Executive,4,4968,18500,1,No,11,3,4,5
49,No,Travel_Rarely,174,Sales,Technical Degree,1138,Male,4,Sales Executive,2,13120,11879,6,No,17,3,2,22
34,No,Travel_Frequently,1003,Research & Development,Life Sciences,1140,Male,2,Manufacturing Director,3,4033,15834,2,No,11,3,4,5
29,No,Travel_Frequently,490,Research & Development,Life Sciences,1143,Female,1,Research Scientist,2,3291,17940,0,No,14,3,4,8
42,No,Travel_Rarely,188,Research & Development,Medical,1148,Male,2,Laboratory Technician,4,4272,9558,4,No,19,3,1,16
29,No,Travel_Rarely,718,Research & Development,Medical,1150,Male,2,Manufacturing Director,4,5056,17689,1,Yes,15,3,3,10
38,No,Travel_Rarely,433,Human Resources,Human Resources,1152,Male,1,Human Resources,3,2844,6004,1,No,13,3,4,7
28,No,Travel_Frequently,773,Research & Development,Life Sciences,1154,Male,1,Research Scientist,3,2703,22088,1,Yes,14,3,4,3
18,Yes,Non-Travel,247,Research & Development,Medical,1156,Male,1,Laboratory Technician,3,1904,13556,1,No,12,3,4,0
33,Yes,Travel_Rarely,603,Sales,Marketing,1157,Female,2,Sales Executive,1,8224,18385,0,Yes,17,3,1,6
41,No,Travel_Rarely,167,Research & Development,Life Sciences,1158,Male,1,Laboratory Technician,4,4766,9051,3,Yes,11,3,1,6
31,Yes,Travel_Frequently,874,Research & Development,Medical,1160,Male,1,Laboratory Technician,3,2610,6233,1,No,12,3,3,2
37,No,Travel_Rarely,367,Research & Development,Medical,1161,Female,2,Healthcare Representative,4,5731,17171,7,No,13,3,3,9
27,No,Travel_Rarely,199,Research & Development,Life Sciences,1162,Male,1,Research Scientist,3,2539,7950,1,No,13,3,3,4
34,No,Travel_Rarely,1400,Sales,Life Sciences,1163,Female,2,Sales Executive,3,5714,5829,1,No,20,4,1,6
35,No,Travel_Rarely,528,Human Resources,Technical Degree,1164,Male,1,Human Resources,3,4323,7108,1,No,17,3,2,6
29,Yes,Travel_Rarely,408,Sales,Life Sciences,1165,Female,3,Sales Executive,1,7336,11162,1,No,13,3,1,11
40,No,Travel_Frequently,593,Research & Development,Medical,1166,Female,3,Research Director,3,13499,13782,9,No,17,3,3,20
42,Yes,Travel_Frequently,481,Sales,Life Sciences,1167,Male,4,Sales Executive,1,13758,2447,0,Yes,12,3,2,22
42,No,Travel_Rarely,647,Sales,Marketing,1171,Male,2,Sales Executive,1,5155,2253,7,No,13,3,4,9
35,No,Travel_Rarely,982,Research & Development,Medical,1172,Male,1,Laboratory Technician,3,2258,16340,6,No,12,3,2,10
24,No,Travel_Rarely,477,Research & Development,Medical,1173,Male,1,Laboratory Technician,2,3597,6409,8,No,22,4,4,6
28,Yes,Travel_Rarely,1485,Research & Development,Life Sciences,1175,Female,1,Laboratory Technician,4,2515,22955,1,Yes,11,3,4,1
26,No,Travel_Rarely,1384,Research & Development,Medical,1177,Male,1,Laboratory Technician,4,4420,13421,1,No,22,4,2,8
30,No,Travel_Rarely,852,Sales,Marketing,1179,Male,2,Sales Executive,3,6578,2706,1,No,18,3,1,10
40,No,Travel_Frequently,902,Research & Development,Medical,1180,Female,2,Research Scientist,4,4422,21203,3,Yes,13,3,4,16
35,No,Travel_Rarely,819,Research & Development,Life Sciences,1182,Male,3,Manufacturing Director,2,10274,19588,2,No,18,3,2,15
34,No,Travel_Frequently,669,Research & Development,Medical,1184,Male,2,Healthcare Representative,1,5343,25755,0,No,20,4,3,14
35,No,Travel_Frequently,636,Research & Development,Other,1185,Male,1,Laboratory Technician,4,2376,26537,1,No,13,3,2,2
43,Yes,Travel_Rarely,1372,Sales,Marketing,1188,Female,2,Sales Executive,3,5346,9489,8,No,13,3,2,7
32,No,Non-Travel,862,Sales,Life Sciences,1190,Female,1,Sales Representative,1,2827,14947,1,No,12,3,3,1
56,No,Travel_Rarely,718,Research & Development,Technical Degree,1191,Female,5,Manager,1,19943,18575,4,No,13,3,4,28
29,No,Travel_Rarely,1401,Research & Development,Medical,1192,Female,1,Laboratory Technician,4,3131,26342,1,No,13,3,1,10
19,No,Travel_Rarely,645,Research & Development,Life Sciences,1193,Male,1,Research Scientist,1,2552,7172,1,No,25,4,3,1
45,No,Travel_Rarely,1457,Research & Development,Medical,1195,Female,1,Research Scientist,3,4477,20100,4,Yes,19,3,3,7
37,No,Travel_Rarely,977,Research & Development,Life Sciences,1196,Female,2,Manufacturing Director,4,6474,9961,1,No,13,3,2,14
20,No,Travel_Rarely,805,Research & Development,Life Sciences,1198,Male,1,Laboratory Technician,3,3033,12828,1,No,12,3,1,2
44,Yes,Travel_Rarely,1097,Research & Development,Life Sciences,1200,Male,1,Research Scientist,3,2936,10826,1,Yes,11,3,3,6
53,No,Travel_Rarely,1223,Research & Development,Medical,1201,Female,5,Manager,3,18606,18640,3,No,18,3,2,26
29,No,Travel_Rarely,942,Research & Development,Life Sciences,1202,Female,1,Research Scientist,4,2168,26933,0,Yes,18,3,1,6
22,Yes,Travel_Frequently,1256,Research & Development,Life Sciences,1203,Male,1,Research Scientist,4,2853,4223,0,Yes,11,3,2,1
46,No,Travel_Rarely,1402,Sales,Marketing,1204,Female,4,Manager,1,17048,24097,8,No,23,4,1,28
44,No,Non-Travel,111,Research & Development,Life Sciences,1206,Male,1,Research Scientist,3,2290,4279,2,No,13,3,4,6
33,No,Travel_Rarely,147,Human Resources,Human Resources,1207,Male,1,Human Resources,3,3600,8429,1,No,13,3,4,5
41,Yes,Non-Travel,906,Research & Development,Life Sciences,1210,Male,1,Research Scientist,1,2107,20293,6,No,17,3,1,5
30,No,Travel_Rarely,1329,Sales,Life Sciences,1211,Male,2,Sales Executive,1,4115,13192,8,No,19,3,3,8
40,No,Travel_Frequently,1184,Sales,Medical,1212,Male,2,Sales Executive,2,4327,25440,5,No,12,3,4,5
50,No,Travel_Frequently,1421,Research & Development,Medical,1215,Female,4,Manager,1,17856,9490,2,No,22,4,3,32
28,No,Travel_Rarely,1179,Research & Development,Medical,1216,Male,1,Laboratory Technician,1,3196,12449,1,No,12,3,3,6
46,No,Travel_Rarely,1450,Research & Development,Life Sciences,1217,Male,5,Research Director,2,19081,10849,5,No,11,3,1,25
35,No,Travel_Rarely,1361,Sales,Life Sciences,1218,Male,2,Sales Executive,1,8966,21026,3,Yes,15,3,4,15
24,Yes,Travel_Rarely,984,Research & Development,Life Sciences,1219,Female,1,Laboratory Technician,2,2210,3372,1,No,13,3,1,1
33,No,Travel_Frequently,1146,Sales,Medical,1220,Female,2,Sales Executive,3,4539,4905,1,No,12,3,1,10
36,No,Travel_Rarely,917,Research & Development,Life Sciences,1221,Male,1,Laboratory Technician,3,2741,6865,1,No,14,3,3,7
30,No,Travel_Rarely,853,Research & Development,Life Sciences,1224,Male,2,Laboratory Technician,3,3491,11309,1,No,13,3,1,10
44,No,Travel_Rarely,200,Research & Development,Other,1225,Male,2,Research Scientist,4,4541,7744,1,No,25,4,2,20
20,No,Travel_Rarely,654,Sales,Marketing,1226,Male,1,Sales Representative,4,2678,5050,1,No,17,3,4,2
46,No,Travel_Rarely,150,Research & Development,Technical Degree,1228,Male,2,Manufacturing Director,4,7379,17433,2,No,11,3,3,12
42,No,Non-Travel,179,Human Resources,Medical,1231,Male,2,Human Resources,1,6272,12858,7,No,16,3,1,10
60,No,Travel_Rarely,696,Sales,Marketing,1233,Male,2,Sales Executive,4,5220,10893,0,Yes,18,3,2,12
32,No,Travel_Frequently,116,Research & Development,Other,1234,Female,1,Laboratory Technician,2,2743,7331,1,No,20,4,3,2
32,No,Travel_Frequently,1316,Research & Development,Life Sciences,1235,Female,2,Research Scientist,3,4998,2338,4,Yes,14,3,4,10
36,No,Travel_Rarely,363,Research & Development,Technical Degree,1237,Female,3,Manufacturing Director,1,10252,4235,2,Yes,21,4,3,17
33,No,Travel_Rarely,117,Research & Development,Medical,1238,Male,1,Research Scientist,4,2781,6311,0,No,13,3,2,15
40,No,Travel_Rarely,107,Sales,Technical Degree,1239,Female,2,Sales Executive,2,6852,11591,7,No,12,3,2,7
25,No,Travel_Rarely,1356,Sales,Life Sciences,1240,Male,2,Sales Executive,4,4950,20623,0,No,14,3,2,5
30,No,Travel_Rarely,1465,Research & Development,Medical,1241,Male,1,Research Scientist,2,3579,9369,0,Yes,21,4,1,12
42,No,Travel_Frequently,458,Research & Development,Medical,1242,Female,3,Research Director,1,13191,23281,3,Yes,17,3,3,20
35,No,Non-Travel,1212,Sales,Marketing,1243,Female,3,Sales Executive,4,10377,13755,4,Yes,11,3,2,16
27,No,Travel_Rarely,1103,Research & Development,Life Sciences,1244,Male,1,Research Scientist,1,2235,14377,1,Yes,14,3,4,9
54,No,Travel_Frequently,966,Research & Development,Life Sciences,1245,Female,3,Manufacturing Director,3,10502,9659,7,No,17,3,1,33
44,No,Travel_Rarely,1117,Research & Development,Life Sciences,1246,Female,1,Research Scientist,4,2011,19982,1,No,13,3,4,10
19,Yes,Non-Travel,504,Research & Development,Medical,1248,Female,1,Research Scientist,2,1859,6148,1,Yes,25,4,2,1
29,No,Travel_Rarely,1010,Research & Development,Life Sciences,1249,Female,1,Research Scientist,4,3760,5598,1,No,15,3,1,3
54,No,Travel_Rarely,685,Research & Development,Life Sciences,1250,Male,4,Research Director,4,17779,23474,3,No,14,3,1,36
31,No,Travel_Rarely,1332,Research & Development,Medical,1251,Male,2,Healthcare Representative,1,6833,17089,1,Yes,12,3,4,6
